SPY_1d_returns,SPY_2d_returns,SPY_3d_returns,SPY_4d_returns,SPY_5d_returns,SPY_10d_returns,SPY_15d_returns,SPY_22d_returns,VIX_slope,yc_slopes_1m_10y,yc_slopes_3m_10y
0.01260144,0.010659594,-0.006482537,-0.002563685,-0.016701294,-0.021220065,-0.015018237,0.009385638,0.01365146,0.000638875,0.000627437
-0.006074711,0.006450178,0.004520129,-0.012517868,-0.008622823,-0.024281349,-0.02696306,-0.007343256,0.012377126,0.000646203,0.000634579
0.013533671,0.007376747,0.020071144,0.018114975,0.00084639,-0.017096498,-0.013495052,0.006120246,0.012644366,0.000631194,0.000617132
-0.003320174,0.010168563,0.004032081,0.016684331,0.014734656,-0.015893499,-0.019475462,-0.00679918,0.013909345,0.000614934,0.000602044
0.012158422,0.00879788,0.022450619,0.016239527,0.029045608,0.000462214,-0.00679331,0.001196959,0.016353455,0.000581369,0.000571068
-0.004872579,0.007226599,0.003882432,0.017468647,0.011287819,-0.005601997,-0.010171774,-0.005270607,0.017102497,0.00059681,0.000584225
0.009012755,0.00409626,0.016304486,0.012930178,0.026638842,0.017786317,0.001710667,0.004010214,0.020135886,0.000584289,0.000571724
-0.001745731,0.00725129,0.002343378,0.014530291,0.011161875,0.012017712,-0.006125452,0.003323069,0.01909235,0.000576315,0.000565237
-0.006139422,-0.007874435,0.001067349,-0.003810431,0.008301662,0.02315864,-0.00772378,-0.008908709,0.019212841,0.000564006,0.000554358
-0.014558906,-0.020608944,-0.022318698,-0.013507096,-0.018313861,0.010199809,-0.017860111,-0.023041564,0.013272261,0.000579237,0.000567906
-0.0023775,-0.016901792,-0.022937447,-0.024643135,-0.015852483,-0.004743604,-0.021365674,-0.028045682,0.012805857,0.000603001,0.000590711
0.002368562,-1.46E-05,-0.014573263,-0.020623214,-0.022332942,0.003710976,-0.004943846,-0.024996965,0.014476848,0.000583144,0.000571814
0.012236645,0.01463419,0.012221897,-0.002514946,-0.008638928,0.00242652,0.003274964,-0.011607304,0.016426375,0.000582969,0.000571239
-0.008795775,0.003333239,0.005709696,0.003318621,-0.0112886,-0.003080653,0.011608611,-0.017396107,0.014419911,0.000573503,0.000565708
-0.003965372,-0.012726268,-0.00064535,0.001721683,-0.00065991,-0.018961686,0.009533168,-0.027250509,0.015617677,0.000554958,0.000544647
0.003529667,-0.000449701,-0.00924152,0.002882039,0.005257427,-0.010678399,0.000488884,-0.01936638,0.017310163,0.000574122,0.000565276
0.006608815,0.010161809,0.006156142,-0.002693781,0.009509901,-0.013035425,0.013256168,-0.008534504,0.017361741,0.000573182,0.000566352
-0.002061904,0.004533284,0.008078952,0.004081545,-0.00475013,-0.013348022,-0.002335137,-0.011760823,0.017187695,0.000566545,0.000558859
0.002682533,0.000615098,0.007227978,0.010783157,0.006775027,-0.004590054,0.003673503,0.005136918,0.019626778,0.000574484,0.000566313
0.004457481,0.007151972,0.005075321,0.011717678,0.015288705,0.014618705,-0.003962881,0.005650587,0.022105734,0.000591309,0.000582792
0.005202865,0.009683538,0.012392048,0.010304592,0.016981508,0.022328215,0.006121774,0.028324605,0.02312067,0.00059067,0.000580688
-0.004581281,0.000597749,0.005057894,0.007753995,0.005676103,0.015239984,-0.007433312,0.025580296,0.019758584,0.00058158,0.000572689
0.001629759,-0.002958988,0.002228482,0.006695896,0.009396391,0.004601627,-0.004077054,0.014467987,0.022339207,0.000569622,0.000561579
0.005148196,0.006786345,0.002173974,0.00738815,0.011878564,0.018734068,0.007233987,0.025922852,0.022397959,0.000572197,0.000565114
-0.000778444,0.004365744,0.006002618,0.001393838,0.006603955,0.021993625,0.021319201,0.011435789,0.023001194,0.000567377,0.000562062
-0.011311245,-0.012080884,-0.006994883,-0.005376524,-0.009933173,0.006879655,0.012173252,0.003326409,0.019992306,0.000560168,0.000553924
0.009235131,-0.002180575,-0.002957321,0.00217565,0.003808954,0.009506678,0.019106987,0.000428627,0.021610588,0.000563833,0.000555797
-0.001480605,0.007740853,-0.003657951,-0.004433548,0.000691823,0.010094715,0.005296634,0.00383867,0.021970956,0.0005732,0.000564863
0.00508748,0.003599343,0.012867714,0.001410919,0.000631377,0.012517441,0.019377273,-6.65E-05,0.023303732,0.000597673,0.000587839
0.002357716,0.007457191,0.005965545,0.015255769,0.003771962,0.010400827,0.025848546,0.004043874,0.023868471,0.000585443,0.000576295
0.0022528,0.004615828,0.009726791,0.008231784,0.017542937,0.007435507,0.024543281,0.012522085,0.021675097,0.000573878,0.000566635
-0.004141314,-0.001897843,0.000455398,0.005545195,0.00405638,0.007880785,0.01360162,0.023225963,0.019799497,0.000579751,0.000570373
0.002769232,-0.001383551,0.000866133,0.003225891,0.008329783,0.009027369,0.018508585,0.028504784,0.021405588,0.000600866,0.000590941
-0.003740336,-0.000981462,-0.005118711,-0.002877442,-0.00052651,0.000104534,0.01198434,0.0222366,0.019521062,0.000621681,0.000612679
-0.010128907,-0.013831357,-0.011100427,-0.015195771,-0.012977204,-0.009254191,-0.002711351,-0.000349902,0.016853219,0.000619371,0.000610322
0.010923002,0.000683457,-0.003059435,-0.000298676,-0.004438753,0.013026316,0.00296375,0.019536894,0.021235868,0.000644323,0.000634719
0.002940749,0.013895872,0.003626215,-0.000127684,0.002641195,0.006708288,0.010542794,0.02660597,0.021286372,0.000651856,0.000642847
-0.011837384,-0.008931446,0.001893998,-0.008254093,-0.011963556,-0.003733426,-0.003044186,0.010885552,0.017286665,0.000661937,0.000652718
-0.004455725,-0.016240364,-0.013347375,-0.002570167,-0.01267304,-0.013192878,-0.012569831,-0.000225998,0.01535006,0.000677483,0.000668382
0.003773814,-0.000698726,-0.012527839,-0.009623932,0.001193948,-0.01179875,-0.008071293,0.005620456,0.016031077,0.000661134,0.000651309
0.013457901,0.017282503,0.012749771,0.000761464,0.003704452,-0.000750744,0.016779023,0.016427397,0.021059109,0.000652705,0.000644559
-0.005089561,0.008299846,0.012104981,0.00759532,-0.004331972,-0.001702219,0.002347256,0.006766585,0.019169144,0.000687385,0.000679058
-0.002949638,-0.008024186,0.005325727,0.009119638,0.004623279,-0.007395588,0.000872592,-0.0013986,0.019608815,0.00068738,0.000678423
-0.000304955,-0.003253693,-0.008326694,0.005019148,0.008811902,-0.003972811,-0.00449723,0.002891398,0.019742788,0.000686369,0.00067942
0.010779287,0.010471045,0.007490521,0.002362837,0.015852537,0.017065412,0.003866747,0.012052451,0.022455093,0.000674432,0.000667452
0.000768414,0.011555983,0.011247505,0.008264691,0.003133066,0.006849125,0.00237997,0.007642585,0.023116492,0.00064382,0.000637547
0.003047948,0.003818704,0.014639154,0.014329735,0.011337829,0.006956742,0.009616311,0.011501224,0.022276004,0.00067503,0.000667876
-0.000643375,0.002402613,0.003172872,0.013986361,0.013677141,0.018363653,0.006180402,0.022415239,0.022016883,0.000689559,0.000681889
-0.000930516,-0.001573292,0.001469861,0.002239404,0.01304283,0.021969665,0.009018202,0.012116834,0.02060949,0.00068326,0.000676287
0.002337874,0.001405183,0.000760904,0.003811171,0.004582514,0.020507695,0.021726128,0.015987311,0.022823296,0.000662698,0.00065584
-0.002233886,9.88E-05,-0.000831842,-0.001474682,0.001568772,0.004706753,0.008428641,0.008586547,0.023155747,0.000670733,0.000661139
-0.01028198,-0.012492898,-0.01018423,-0.01110527,-0.011741499,-0.000536793,-0.00486644,-0.004131695,0.018032817,0.000647823,0.000637287
0.009162641,-0.001213549,-0.003444724,-0.001114904,-0.002044382,0.011604797,0.016281728,0.00273413,0.020296515,0.000645317,0.000635213
-0.001266761,0.007884274,-0.002478773,-0.004707122,-0.002380252,0.010631533,0.019537119,0.005628529,0.020661962,0.00064442,0.000634578
-0.006318469,-0.007577226,0.001515988,-0.00878158,-0.010995849,-0.006463724,0.009286347,-0.003485084,0.018367882,0.000640264,0.000631395
0.002059461,-0.004272021,-0.00553337,0.003578571,-0.006740204,-0.005182006,-0.002065175,0.002316198,0.018022565,0.000660685,0.000651682
-0.001008596,0.001048788,-0.005276308,-0.006536385,0.002566366,-0.009205267,0.002028195,0.011551174,0.01859135,0.000688626,0.000680207
0.002118871,0.001108138,0.003169881,-0.003168617,-0.004431364,-0.006466686,0.007122008,0.002741572,0.020334006,0.000723146,0.000714022
-0.008623167,-0.006522568,-0.007524585,-0.005480621,-0.011764461,-0.01411671,-0.001258002,-0.008820047,0.017138284,0.000699727,0.000690351
-0.001436183,-0.010046966,-0.007949383,-0.008949961,-0.006908933,-0.017828812,-0.013327999,0.001612913,0.018172421,0.000731155,0.000719543
-0.00647451,-0.007901394,-0.016456427,-0.014372425,-0.015366525,-0.022003155,-0.020468902,-0.000418178,0.016299584,0.000725967,0.000714818
0.000418353,-0.006058866,-0.007486347,-0.016044958,-0.013960085,-0.011429545,-0.023036845,-0.003759625,0.018052802,0.000735977,0.000724609
0.012042425,0.012465816,0.005910596,0.004465924,-0.004195754,-0.008608524,-0.010635307,-0.005151055,0.022342033,0.000757703,0.00074549
0.001738626,0.013801988,0.014226116,0.007659499,0.006212315,-0.00562523,-0.007992093,0.00167671,0.022054506,0.000726314,0.000713952
-0.0069943,-0.005267834,0.006711153,0.007132314,0.000611626,-0.006301533,-0.017228091,-0.002386719,0.01959404,0.000726724,0.000713912
-0.004622572,-0.01158454,-0.009866055,0.002057558,0.002476772,-0.012927812,-0.01958088,-0.006695345,0.015499514,0.000715437,0.000701925
0.005689856,0.001040983,-0.005960598,-0.004232335,0.007759122,-0.006309281,-0.003759107,-0.011696788,0.017335481,0.000703104,0.000689888
0.001979641,0.007680761,0.003022684,-0.003992757,-0.002261073,-0.006447339,-0.010850132,-0.010500647,0.017483233,0.000701438,0.000690269
0.009902711,0.011901956,0.017659532,0.012955328,0.005870415,0.012119198,0.000212162,-0.003738475,0.020690676,0.000714053,0.000704009
-0.005303502,0.00454669,0.006535332,0.012262373,0.007583118,0.008199381,0.0012338,-0.008384169,0.018368079,0.000687278,0.000677931
0.006094867,0.000759041,0.010669268,0.012670031,0.018431978,0.020954402,0.005265881,-0.0014112,0.021601013,0.00072015,0.000709257
0.000635868,0.006734611,0.001395392,0.011311921,0.013313955,0.021176382,0.006920673,-0.00310684,0.023388364,0.000732322,0.000720609
-0.007353297,-0.006722104,-0.000668208,-0.005968166,0.003875444,0.001605609,-0.002596882,-0.008221772,0.019986455,0.000722884,0.000711464
-0.002973574,-0.010305005,-0.00967569,-0.003639795,-0.008923993,-0.003105966,0.003087054,-0.000898152,0.018407604,0.000730847,0.000720076
-0.00039008,-0.003362494,-0.010691066,-0.010061995,-0.004028455,0.003524114,0.004137895,-0.010355638,0.018078801,0.000755059,0.000743888
-0.020866194,-0.021248134,-0.024158525,-0.031334177,-0.030718234,-0.012852454,-0.010407514,-0.029776708,0.005148254,0.000702454,0.00069192
0.002658489,-0.018263177,-0.018646133,-0.021564261,-0.028758989,-0.01582793,-0.008191619,-0.021011672,0.006052621,0.00070739,0.00069875
0.00693604,0.009612969,-0.01145381,-0.011839422,-0.014777791,-0.010959618,-0.01319591,-0.01624737,0.010729835,0.000731314,0.000720225
-0.000308023,0.006625881,0.009301985,-0.011758305,-0.012143799,-0.020959421,-0.015212046,-0.015557484,0.007859552,0.000722694,0.000714392
-0.003861757,-0.00416859,0.002738537,0.005404307,-0.015574654,-0.019540368,-0.012105427,-0.021432619,0.008019917,0.000691083,0.000683358
0.006080975,0.002195735,0.001887036,0.008836165,0.011518145,-0.019553905,-0.001482345,-0.006918467,0.010524448,0.00068372,0.000677183
-0.016652749,-0.010673039,-0.014493579,-0.014797137,-0.007963731,-0.036493691,-0.023665611,-0.022051491,0.001334687,0.0006669,0.000661338
0.002262203,-0.014428218,-0.008434981,-0.012264164,-0.012568409,-0.027160467,-0.023390282,-0.013451757,0.00042037,0.00069674,0.000690248
0.012338485,0.0146286,-0.002267756,0.003799429,-7.70E-05,-0.012219864,-0.021034807,-0.00169689,0.009017783,0.000730875,0.000721867
0.011066049,0.023541073,0.02585653,0.008773199,0.014907523,-0.00089931,-0.004924143,-0.00266001,0.016575975,0.000734465,0.00072504
0.004453159,0.015568487,0.028099064,0.030424832,0.013265426,0.024936364,-0.00654787,4.26E-05,0.018459512,0.000724043,0.000716669
-0.000734986,0.0037149,0.014822059,0.027343425,0.029667484,0.02146749,-0.007908883,0.006346273,0.018698222,0.000705486,0.000697732
0.008014681,0.007273804,0.011759354,0.022955533,0.035577254,0.022561696,0.007450493,0.019122786,0.022163179,0.000708015,0.000698952
0.001106183,0.009129729,0.008388033,0.012878545,0.024087109,0.024008255,0.011572905,0.014477889,0.022418641,0.000702688,0.000692687
0.000771234,0.00187827,0.009908004,0.009165736,0.013659711,0.028770867,0.012748116,0.013254408,0.022724337,0.000711669,0.000699557
-0.004261689,-0.003493742,-0.002391424,0.00560409,0.004864985,0.018194947,0.029922664,-0.000957001,0.023019154,0.000700011,0.000688659
-0.00238771,-0.006639224,-0.00587311,-0.004773424,0.003202999,0.032965508,0.024739249,0.001971532,0.022015444,0.000692771,0.000680108
-0.00567604,-0.008050198,-0.012277579,-0.011515815,-0.01042237,0.024784085,0.01190418,-0.009751134,0.020880614,0.000679644,0.000667929
-0.010703328,-0.016318616,-0.018667362,-0.022849496,-0.022095885,0.001458998,0.001381886,-0.020972625,0.017803333,0.00067558,0.00066397
-0.005775015,-0.016416531,-0.02199939,-0.024334572,-0.028492555,-0.015222044,-0.000541444,-0.019415997,0.012428831,0.000657541,0.00064612
0.012386154,0.006539609,-0.004233714,-0.009885724,-0.01224983,-0.00744444,0.005722233,-0.004309573,0.018997811,0.000667516,0.000656879
0.007318795,0.019795601,0.013906267,0.003054095,-0.00263928,0.000555265,0.030239223,0.003369075,0.021810182,0.00067517,0.00066401
2.84E-05,0.00734737,0.01982453,0.013935029,0.003082549,-0.007371948,0.027943033,0.024780813,0.022725308,0.000668924,0.000655953
-0.00227152,-0.002243217,0.005059161,0.017507979,0.011631855,-0.010721046,0.013107824,0.01974203,0.02256919,0.000644373,0.00063226
-0.002756887,-0.005022145,-0.004993919,0.002288326,0.014702824,-0.014208652,-0.000743027,0.00992583,0.019947769,0.000629539,0.000615388
-0.002249705,-0.00500039,-0.007260551,-0.007232389,3.35E-05,-0.012216766,-0.007411216,0.007964271,0.018551265,0.000648242,0.000633108
0.003114679,0.000857967,-0.001901285,-0.004168486,-0.004140237,-0.00676859,-0.003587271,0.01502353,0.021553211,0.000664754,0.000649486
-0.007752985,-0.004662454,-0.00690167,-0.00963953,-0.011889153,-0.008843253,-0.019173455,0.001066607,0.016929987,0.000655361,0.000640641
-0.002874883,-0.010605579,-0.007523933,-0.009756711,-0.0124867,-0.001000089,-0.023073876,0.015092742,0.018244167,0.000633014,0.000614785
0.012808167,0.009896462,0.00206675,0.005187866,0.00292649,0.017672342,-0.011323743,0.025773711,0.020564733,0.000644466,0.000624696
-0.009557103,0.003128655,0.000244778,-0.007510105,-0.004418818,-0.004385492,-0.016581601,0.003587537,0.017030872,0.00061637,0.000601527
0.000950055,-0.008616128,0.004081682,0.001195065,-0.006567185,-0.010680233,-0.013291325,-0.006453633,0.017724316,0.000614064,0.000599805
-0.001275212,-0.000326369,-0.009880352,0.002801265,-8.17E-05,-0.011969853,-0.008924201,-0.012119803,0.018276513,0.000627908,0.00061141
0.003911964,0.002631763,0.003584319,-0.00600704,0.006724188,-0.005846475,0.005717374,-0.007525797,0.018498574,0.00063432,0.000615379
0.005211424,0.009143775,0.007856903,0.008814422,-0.000826921,0.002097149,0.016830807,-0.010285836,0.019263921,0.000622534,0.000602828
-0.00262553,0.002572211,0.006494238,0.005210744,0.00616575,0.001719686,0.001753217,-0.013975084,0.017589107,0.000632604,0.000614825
-0.008254877,-0.010858733,-0.005703898,-0.001814248,-0.003087146,-0.009634058,-0.013734408,-0.022868195,0.013659038,0.00060993,0.000595766
-0.02110017,-0.029180867,-0.031729782,-0.026683715,-0.022876137,-0.02295594,-0.034572166,-0.039392029,0.003662771,0.000608316,0.000590298
-0.031850965,-0.052279075,-0.060102394,-0.062570123,-0.057684779,-0.051348474,-0.063194001,-0.067762407,-0.019166318,0.00059499,0.00057978
-0.039413693,-0.070009294,-0.089632256,-0.09714723,-0.099517697,-0.100262324,-0.097629251,-0.099393455,-0.053173036,0.000582465,0.000568659
-0.013521995,-0.052402736,-0.082584624,-0.101942245,-0.1093556,-0.10386411,-0.107823971,-0.101959429,-0.042494469,0.000613396,0.000599302
0.039033859,0.024984048,-0.015414358,-0.046774361,-0.066887585,-0.069768239,-0.075877244,-0.061485505,-0.022611719,0.000631478,0.000617452
0.024297748,0.064280042,0.049888853,0.008508856,-0.023613125,-0.045949085,-0.046027003,-0.050443075,-0.019570014,0.000630878,0.000615014
0.000608736,0.024921276,0.064927908,0.050527958,0.009122772,-0.049088252,-0.042694143,-0.056768364,-0.013584744,0.000630202,0.000611862
-0.00839167,-0.007788042,0.016320474,0.055991385,0.041712274,-0.061956532,-0.06273222,-0.064710185,-0.021982539,0.000634338,0.000612507
-0.029576447,-0.037719921,-0.037134146,-0.013738674,0.024758912,-0.087304214,-0.081676761,-0.090306347,-0.025320654,0.000624296,0.000605697
0.018292975,-0.011824513,-0.020116956,-0.019520465,0.00430298,-0.062872421,-0.065765471,-0.071104484,-0.012827776,0.000636193,0.000617996
0.001164794,0.019479076,-0.010673492,-0.018975594,-0.018378409,-0.041557562,-0.063483023,-0.06792562,-0.00853037,0.000630535,0.000614501
-0.015329596,-0.014182658,0.003850874,-0.025839468,-0.034014302,-0.025201835,-0.081432851,-0.085063676,-0.016223769,0.000615159,0.000598778
0.025083053,0.009368945,0.010544651,0.029030519,-0.001404547,0.04024914,-0.063274058,-0.05478605,-0.008096596,0.000629737,0.000610331
-0.01389756,0.0108369,-0.004658821,-0.003499454,0.014729505,0.039853103,-0.073860657,-0.065234878,-0.011279368,0.000633494,0.000614824
0.005277955,-0.008692956,0.016172051,0.000594545,0.001760031,0.006070584,-0.061223047,-0.072184841,-0.005880041,0.000642184,0.000624131
0.004487043,0.009788681,-0.004244918,0.020731659,0.005084256,-0.013387594,-0.036684596,-0.059028735,-0.003249182,0.000627939,0.000611822
-0.004089656,0.000379037,0.005658992,-0.008317214,0.016557218,-0.018020266,-0.009061889,-0.063766457,-0.004371387,0.000620254,0.000600883
0.012831312,0.00868918,0.013215212,0.018562916,0.004407377,0.002996639,0.04483391,-0.050542593,-0.001824682,0.000649703,0.000624949
0.008705414,0.021648428,0.017470237,0.02203567,0.027429929,0.042563463,0.0683762,-0.04600915,0.003024396,0.000659995,0.000636443
-0.00256106,0.00612206,0.019031925,0.014864436,0.019418176,0.021212384,0.02560664,-0.053385587,0.000607529,0.000644128,0.000628212
-0.016164166,-0.018683828,-0.010141064,0.002560124,-0.001540001,0.003536425,-0.014906978,-0.066235192,-0.001476289,0.000626963,0.000613235
0.004565784,-0.011672184,-0.01420335,-0.005621582,0.007137597,0.023812994,-0.01101129,-0.054164065,0.004719659,0.000647704,0.000632877
-0.01231843,-0.007808889,-0.023846831,-0.026346817,-0.017870763,-0.013542149,-0.014927676,-0.045678941,-0.000210435,0.000628391,0.000614847
-0.002048643,-0.014341836,-0.009841534,-0.02584662,-0.028341484,-0.001688961,0.013015667,-0.016302282,-0.001414018,0.000636018,0.0006222
-0.003362985,-0.005404738,-0.017656589,-0.013171422,-0.029122682,-0.010270016,-0.00852806,0.020615795,-0.003918272,0.000630037,0.000617334
-0.000465793,-0.003827211,-0.005868013,-0.018114158,-0.01363108,-0.015150089,-0.01014286,0.034123817,-0.003370298,0.000642398,0.000629151
-0.02566609,-0.026119928,-0.029395072,-0.031383495,-0.043315329,-0.036486899,-0.020533802,-0.030270388,-0.01161326,0.000616824,0.000603172
0.001232853,-0.02446488,-0.024919277,-0.028198459,-0.030189333,-0.047520589,-0.043322653,-0.05210653,-0.011329813,0.000600776,0.000588324
0.019075556,0.020331926,-0.005856005,-0.006319071,-0.009660804,-0.037728487,-0.011333448,-0.034612602,-0.005287199,0.000605416,0.000593563
0.001973884,0.021087093,0.022345943,-0.00389368,-0.00435766,-0.033353435,-0.014582922,-0.024521142,-6.69E-05,0.000604734,0.000593169
0.014315289,0.01631743,0.03570425,0.036981121,0.01036587,-0.003406508,-0.004941263,0.019599242,0.003982153,0.000588103,0.000579801
0.018289841,0.032866955,0.034905714,0.054647116,0.055947341,0.010208635,0.017419097,0.019596105,0.005882553,0.000611556,0.000602506
-0.003588236,0.014635977,0.029160784,0.031192228,0.050862793,0.019137947,0.000925174,0.014755572,0.006349857,0.000605007,0.000595616
0.008035634,0.004418564,0.022789219,0.037430743,0.039478511,0.029436313,0.00026056,0.038834692,0.008370493,0.000612728,0.000602194
0.008818436,0.016924931,0.013275964,0.03180862,0.046579259,0.042018623,0.011672246,0.022351882,0.010954367,0.000627078,0.000617011
0.000725111,0.009549941,0.017662315,0.014010702,0.032556797,0.043260146,0.029039384,0.037512088,0.012187287,0.000626137,0.000616075
0.001275477,0.002001513,0.010837599,0.01896032,0.015304049,0.072107611,0.025668918,0.033381271,0.015078136,0.000626137,0.000616075
-0.006825424,-0.005558653,-0.004837572,0.003938204,0.012005483,0.063478909,0.03137319,0.021743398,0.010676486,0.00060675,0.000595949
-0.004716274,-0.011509508,-0.010248711,-0.009531031,-0.000796644,0.038650417,0.028616218,0.021100526,0.01159532,0.000588392,0.000580757
0.014852774,0.01006645,0.003172318,0.004451841,0.00518018,0.052000729,0.047416468,0.023138492,0.015634199,0.000603968,0.000594819
0.004570474,0.019491132,0.014682932,0.007757291,0.009042662,0.041893859,0.052693995,0.018944387,0.019549996,0.000603489,0.000596794
0.000270546,0.004842256,0.019766951,0.01495745,0.008029935,0.023456875,0.080716566,0.021837044,0.018382462,0.000595715,0.000590658
-0.00142109,-0.001150929,0.003414285,0.01831777,0.013515105,0.025682843,0.077851937,0.037149579,0.016851522,0.000607729,0.000603341
-0.005825415,-0.007238227,-0.00696964,-0.00243102,0.012385646,0.011579135,0.051514773,0.026421334,0.014010296,0.000601977,0.000591817
0.016627572,0.010705294,0.009268991,0.009542044,0.01415613,0.019409642,0.066892988,0.056502682,0.018734283,0.000603335,0.000595363
0.011030344,0.027841324,0.021853721,0.020401575,0.02067764,0.029907284,0.063437765,0.070349033,0.018262677,0.000620081,0.000609112
-0.0019131,0.009096142,0.02587496,0.019898813,0.018449445,0.026627528,0.042339086,0.071906152,0.017532484,0.000608134,0.000595876
-0.002554119,-0.004462333,0.006518791,0.023254754,0.01729387,0.031042703,0.043420869,0.06966662,0.016746173,0.000595018,0.000581573
0.011840033,0.009255674,0.007324867,0.018436007,0.035370124,0.048193853,0.047358815,0.110842492,0.018936678,0.000607337,0.000591707
-0.000449774,0.011384933,0.008801736,0.006871798,0.01797794,0.032388568,0.037736527,0.108975659,0.01858837,0.000632849,0.000615479
-0.004809877,-0.005257488,0.006520296,0.003949524,0.002028868,0.02274846,0.031996829,0.082983118,0.017387806,0.000622222,0.000602727
0.011873817,0.007006829,0.006553903,0.018471534,0.015870237,0.034612479,0.04292035,0.093683457,0.018969326,0.00063213,0.000610644
0.002728067,0.014634277,0.009754011,0.009299849,0.021249993,0.038911358,0.052952353,0.081189558,0.018563441,0.000636937,0.000620597
-0.003545367,-0.000826972,0.011037026,0.006174062,0.005721511,0.041294006,0.054191105,0.05800559,0.014228276,0.000644354,0.000626329
-0.001132148,-0.004673502,-0.001958184,0.009892382,0.005034924,0.023103382,0.037586566,0.060613502,0.018012871,0.000648962,0.00062776
-0.000347622,-0.001479376,-0.005019499,-0.002305125,0.009541322,0.011589548,0.032506833,0.051792987,0.01783671,0.000666684,0.000641479
-0.009822729,-0.010166936,-0.011287574,-0.014792923,-0.012105212,0.003572913,0.022088276,0.032357729,0.011770617,0.000665483,0.000639997
0.001510595,-0.008326972,-0.008671699,-0.00979403,-0.013304674,0.007662595,0.025088981,0.033168042,0.015561466,0.000650454,0.000626802
-0.003228086,-0.001722367,-0.011528178,-0.011871792,-0.0129905,-0.007343314,0.027767076,0.028521031,0.01511811,0.000650454,0.000626802
-0.013990375,-0.017173299,-0.015688646,-0.02535727,-0.025696077,-0.020790531,-0.003186362,0.021101084,0.008521985,0.000649632,0.000624869
-0.011207365,-0.025040945,-0.028188197,-0.026720182,-0.036280447,-0.027085288,-0.025111373,0.014441616,0.003945159,0.000643893,0.000616629
0.014903265,0.003528874,-0.010510872,-0.013705028,-0.012215135,-0.02417248,-0.008685866,0.014492088,0.009466505,0.000633447,0.0006071
-0.001339379,0.013543925,0.002184768,-0.011836173,-0.015026051,-0.028130808,-0.007478594,0.008523865,0.008116121,0.000628542,0.000604078
0.016162452,0.014801425,0.02992528,0.018382531,0.004134977,-0.008909238,-0.003238702,0.024546897,0.012175134,0.000639214,0.000615119
-0.001123109,0.015021191,0.013661692,0.028768561,0.017238776,-0.008900269,-0.003910158,0.024852627,0.012510465,0.000632102,0.00060684
0.003810196,0.002682807,0.01888862,0.017523942,0.032688371,-0.004778025,0.004717709,0.034785572,0.016913116,0.000638421,0.000611584
-0.001234861,0.00257063,0.001444634,0.017630434,0.016267441,0.003853597,-0.008298263,0.016604098,0.016465438,0.000628584,0.000600353
0.001221996,-1.44E-05,0.003795767,0.002668395,0.018873975,0.003564323,-0.009787773,0.006741677,0.01614399,0.000612987,0.000590541
-0.000129133,0.001092706,-0.000143504,0.003666145,0.002538918,0.006684394,-0.00639294,0.008541115,0.018841446,0.000605193,0.000581868
0.000593618,0.000464408,0.001686972,0.000450028,0.004261939,0.021574186,-0.004676263,0.011723865,0.018030263,0.000604283,0.000581344
-0.004640997,-0.004050135,-0.004178744,-0.002961854,-0.004193058,0.028358249,-0.008951048,-0.004755273,0.014693807,0.000596802,0.000569377
0.010680574,0.005990008,0.006587181,0.006457198,0.007687085,0.024079575,0.011570305,0.006327131,0.017884407,0.000570614,0.000551255
-0.010995693,-0.00043256,-0.00507155,-0.004480943,-0.004609496,0.014177479,-0.001061603,7.21E-05,0.01477875,0.00058093,0.000560513
-0.014373527,-0.025211173,-0.014799869,-0.01937218,-0.018790062,-0.016298851,-0.012231269,-0.025869124,0.008986533,0.00062428,0.000601781
0.020525669,0.005857116,-0.00520298,0.005422022,0.000755862,0.005021022,0.022346354,-0.008579099,0.017123658,0.000603048,0.000577434
-0.006989503,0.013392702,-0.001173325,-0.012156117,-0.001605378,-0.005791704,0.026707345,-0.012005837,0.0159951,0.000568498,0.000541826
-0.006489901,-0.013434043,0.006815883,-0.007655612,-0.018567126,-0.011022769,0.00506536,-0.017305265,0.010620909,0.000564365,0.000537788
-0.007738985,-0.014178661,-0.021069062,-0.00097585,-0.015335351,-0.019874159,-0.001375288,-0.024571245,0.005406812,0.000566483,0.000539047
0.002251387,-0.005505022,-0.011959196,-0.01886511,0.00127334,-0.017540649,-0.015046265,-0.01267697,0.006338463,0.000576661,0.000548778
-0.019422767,-0.017215108,-0.024820866,-0.031149682,-0.037921465,-0.037194266,-0.033090847,-0.033313787,-0.007364193,0.000547693,0.000519344
0.00475556,-0.014759573,-0.012541416,-0.020183343,-0.026542257,-0.028105024,-0.032180236,-0.025571113,-0.004020642,0.000578243,0.00054503
0.010618561,0.015424618,-0.004297738,-0.002056027,-0.0097791,-0.028164657,-0.020694076,-0.001251209,0.001187654,0.000587355,0.000560976
0.014514969,0.025287659,0.030163475,0.01015485,0.0124291,-0.003096855,-0.007692077,0.024730123,0.009710345,0.000597877,0.000569207
-0.015040521,-0.000743864,0.009866799,0.014669281,-0.005038405,-0.00377148,-0.022490676,-0.005503595,0.007565232,0.000587609,0.000558874
-0.01779722,-0.032570061,-0.018527845,-0.008106023,-0.003389012,-0.04118196,-0.040457226,-0.02189281,0.003909952,0.000577975,0.000550009
0.007778402,-0.010157252,-0.025045002,-0.01089356,-0.000390673,-0.02692256,-0.028484717,-0.029962877,0.009169955,0.000576565,0.000545525
